Id,SalePrice
1461,121319.78851728764
1462,164794.56171276566
1463,176943.47540564003
1464,181234.18408510572
1465,198957.51119824089
1466,173525.65543303048
1467,162569.61596555708
1468,160456.66631316658
1469,194219.1210855941
1470,124380.13722170948
1471,209061.71718579202
1472,95510.25145703781
1473,94472.09097127769
1474,149544.94059601508
1475,142640.61093888027
1476,415559.8713076378
1477,258989.13777885787
1478,303997.8268859274
1479,284420.453138306
1480,484833.80177953665
1481,325030.81271514605
1482,213891.89347174327
1483,171886.36315825346
1484,175717.53419170633
1485,185868.9237096805
1486,190443.58545214802
1487,360998.9078892106
1488,238407.5147452596
1489,196218.34801408267
1490,221837.36118131434
1491,191390.24727160894
1492,90302.75311930964
1493,196849.67091031198
1494,301890.70969017706
1495,283782.8839602732
1496,227071.8088011396
1497,173742.18662901127
1498,167600.3560383893
1499,173092.41548047037
1500,151833.7473783116
1501,168387.96418559516
1502,162656.87166947432
1503,285792.6838708321
1504,230220.82969156344
1505,217194.23367208493
1506,190067.1581540328
1507,233240.63992447002
1508,192528.48408798917
1509,163660.99839618834
1510,147263.0475914223
1511,145526.27890630296
1512,173965.38476848265
1513,146007.6328276476
1514,158387.53197234526
1515,195521.95835085047
1516,166624.6505353598
1517,154382.15214589602
1518,138369.4152784463
1519,224558.22301665336
1520,133416.50312649802
1521,137069.67203342327
1522,167466.28939696954
1523,107365.44608108059
1524,126476.93359442455
1525,125785.80132210809
1526,122206.83706680362
1527,110051.19384776155
1528,135533.73608547857
1529,149961.76808080002
1530,181551.36183653722
1531,104831.60061505926
1532,96602.30618790585
1533,154053.76160927603
1534,123912.73182821991
1535,153184.79414326747
1536,109745.16872724138
1537,74382.37172690689
1538,183096.80863819993
1539,214338.68426331555
1540,90861.30945092432
1541,138202.29181907154
1542,132269.44543782918
1543,227875.6494113714
1544,84851.46711674504
1545,102390.34675670606
1546,123840.06714617237
1547,121581.671136469
1548,131846.20442661332
1549,117084.63344642971
1550,135956.0091097117
1551,120476.24348985666
1552,128558.63600079289
1553,152490.28698138948
1554,111150.44273049558
1555,166429.04192211374
1556,76646.0672009866
1557,114432.44048792169
1558,94524.49042245383
1559,72465.3155172963
1560,136466.8067350238
1561,129522.10918677895
1562,129947.70791819997
1563,122940.48865392314
1564,163007.28632868655
1565,144723.1903655866
1566,216813.7456939309
1567,79815.11808384754
1568,212355.7674977809
1569,136711.17317820498
1570,136673.92673471413
1571,124869.84939818279
1572,148885.2462650577
1573,248703.78427544617
1574,118296.29704700604
1575,227364.58054242545
1576,215450.0919982704
1577,194189.26490493678
1578,143785.9067897763
1579,143790.6689791943
1580,189670.6680100712
1581,146548.39070452398
1582,128183.17406765718
1583,338526.2212342798
1584,227805.35829848953
1585,141096.47270819626
1586,83948.9753973246
1587,97596.26169967362
1588,152406.3044754776
1589,100814.63535905142
1590,133802.0289645228
1591,94251.47119211956
1592,118770.61445698717
1593,132714.5759410458
1594,108023.07932171888
1595,107494.15141292056
1596,239054.4478126803
1597,184913.3172217902
1598,214233.1221600073
1599,199951.41767763972
1600,193897.6455359343
1601,77940.06991008183
1602,114709.33265494157
1603,93677.98340267401
1604,278713.8774677776
1605,245409.49069253745
1606,160182.46499905625
1607,174664.575261887
1608,215232.66490497033
1609,188924.01942964626
1610,146233.95197463807
1611,142518.8447269373
1612,173430.97456643157
1613,153627.93095503323
1614,127990.93051127694
1615,79923.42560170742
1616,61981.45088305151
1617,89738.62303856658
1618,125042.93682579951
1619,142728.51185827557
1620,162752.72395635792
1621,129796.26734957552
1622,140232.73631557377
1623,300857.9690613034
1624,210196.315119094
1625,130329.70393660665
1626,167159.23121573843
1627,182371.96911226024
1628,284069.0696704591
1629,182503.77337108535
1630,384718.64546337246
1631,225486.2669994049
1632,247024.97528535876
1633,175105.06544397812
1634,183520.67226305904
1635,183514.79087077078
1636,150446.45662172887
1637,177638.66372610244
1638,211184.5175966022
1639,181484.948277684
1640,247202.8385297816
1641,176678.682472324
1642,220917.0990623092
1643,217048.5043954566
1644,219992.95989122885
1645,186299.09138538307
1646,155501.89279119304
1647,168285.12622449867
1648,134252.9904313448
1649,139296.85349185433
1650,115443.46494497263
1651,127286.77560265735
1652,98692.14994032311
1653,96911.87968042235
1654,157223.91483292705
1655,160741.03873431496
1656,144267.37592366658
1657,151292.83325461697
1658,148790.16322160282
1659,147671.47692718264
1660,150669.09638662383
1661,442632.6358950836
1662,462537.3283921033
1663,391796.1314664246
1664,367844.07379483286
1665,307345.44772315014
1666,321936.5901978462
1667,369896.4780816444
1668,325044.12777778326
1669,300714.3201397368
1670,345880.0961374916
1671,247283.21370679297
1672,461746.4319566705
1673,293549.1647827447
1674,242940.28576894995
1675,175683.01186363137
1676,180977.51847004768
1677,211805.08923508896
1678,476683.0229475395
1679,381777.5129888854
1680,321732.7292408841
1681,262637.1991406314
1682,300613.01893227955
1683,179971.11979686128
1684,174966.4393929971
1685,163915.2240766859
1686,174696.4467624083
1687,173919.04987481606
1688,183738.67205693325
1689,187231.4142947732
1690,185256.29477802294
1691,183421.54698567666
1692,282939.64438789367
1693,177285.432953966
1694,179733.59217825494
1695,169344.01628976525
1696,278415.61393333686
1697,168980.6730147865
1698,368010.39692775183
1699,317186.9095401537
1700,241286.87759763488
1701,260672.6280427725
1702,261962.07200213333
1703,242279.32917409446
1704,299610.3660962477
1705,236466.801948622
1706,432378.727067516
1707,213880.31267363697
1708,199972.87882518704
1709,290577.54250257096
1710,223112.83410836197
1711,249273.23032612345
1712,252261.9305026479
1713,250432.15400117906
1714,212040.20492192966
1715,198733.3546957262
1716,181854.11828755285
1717,185504.40554866538
1718,135501.53149317176
1719,201575.3979574251
1720,252634.1513808483
1721,182864.85552847869
1722,137135.349570166
1723,156599.09861893786
1724,213081.1071006992
1725,246248.5400258799
1726,182726.18730242102
1727,157197.3345385328
1728,187989.69009452465
1729,167155.6603640121
1730,155781.74344308808
1731,123778.11841388221
1732,135887.42282575756
1733,118036.36574784946
1734,120163.7311252357
1735,135963.2631556338
1736,113778.41914881139
1737,346375.49543024483
1738,209521.52187668544
1739,274264.0464964856
1740,207081.37732507192
1741,182534.54901345767
1742,165923.2425403621
1743,172872.08597834897
1744,311122.83423624473
1745,222256.31186860826
1746,227139.09610807418
1747,232493.84009266994
1748,224702.58498361357
1749,150043.03784925985
1750,127144.72142737354
1751,241371.62148281297
1752,122925.39773177082
1753,151126.70549067465
1754,210060.58575048638
1755,166943.06920109046
1756,130807.25251920907
1757,124341.68397516268
1758,141076.11380277152
1759,160812.8234424562
1760,169590.49174837559
1761,144476.94828829894
1762,168163.00516893214
1763,184683.36588130257
1764,121482.88788276885
1765,177900.84971264546
1766,184699.45888904895
1767,220174.13224623702
1768,147194.88629343678
1769,182076.08235252375
1770,146472.10270003718
1771,136857.14679246699
1772,147605.15811732173
1773,128584.32984216166
1774,126971.08181379834
1775,137309.7293308791
1776,127925.23270402035
1777,113850.21845687159
1778,141422.66943631877
1779,121872.53389954715
1780,182165.73372823407
1781,136064.32260164543
1782,102321.81867777639
1783,129259.8736298846
1784,99577.95856461827
1785,122208.97226516357
1786,157466.7993569606
1787,173341.2335552832
1788,59176.06335098965
1789,113512.15967828606
1790,91098.77873460608
1791,181871.42863567927
1792,157750.77386667344
1793,136544.18636074386
1794,147327.02426792655
1795,136405.12424617348
1796,126759.62770101502
1797,114727.83046536571
1798,130214.23370290062
1799,116388.0764711203
1800,141309.29737148032
1801,123894.4907096799
1802,139534.67484562608
1803,149837.0291302395
1804,138623.2875459457
1805,137917.21334695278
1806,107931.64070064417
1807,138962.27504639834
1808,128756.96559260882
1809,113389.18202650364
1810,136791.5190756283
1811,93196.5402173312
1812,93002.66818449342
1813,117758.65725688479
1814,99414.81060630929
1815,57195.33338697743
1816,97450.57814959144
1817,106007.65498135873
1818,142919.91636205724
1819,122227.92764627193
1820,47058.80317594538
1821,112546.39171744647
1822,145608.3825182571
1823,35922.14903418979
1824,133211.0895547177
1825,117558.43294579025
1826,95922.34433000533
1827,104388.27274642236
1828,132535.39014618512
1829,113708.6423477919
1830,144279.2447622304
1831,185952.7795847557
1832,86823.16194922489
1833,148158.48332932396
1834,115574.55801451897
1835,149997.0333801213
1836,125712.95292677943
1837,89502.16577542467
1838,130838.84540167713
1839,86548.47735733294
1840,143940.24867548377
1841,146424.3486068027
1842,69875.89058068003
1843,136988.04199092512
1844,140983.62352244562
1845,130498.34452923785
1846,156581.09214590167
1847,157078.64094253894
1848,56386.938013573716
1849,120112.87550474562
1850,125330.84361794907
1851,154343.51774339192
1852,135972.25108099225
1853,131683.07890568147
1854,175035.83489626087
1855,143592.35126522096
1856,218753.79937899148
1857,162965.5400940179
1858,137848.39683327018
1859,120641.09774395294
1860,144792.47744344157
1861,120641.09774395294
1862,299718.1005387985
1863,299073.3887189779
1864,299073.3887189779
1865,332043.63779473735
1866,336870.93196301884
1867,249760.427144456
1868,313077.9463739545
1869,203464.05250806114
1870,250152.69045365145
1871,262127.47113613217
1872,170141.64940830175
1873,222876.9989246592
1874,137953.2814086563
1875,206051.09108372126
1876,194758.11044150547
1877,216524.1136360312
1878,207641.51035284414
1879,135635.4804025721
1880,131630.20213507878
1881,240978.63395115477
1882,255180.37305373338
1883,190426.0397301537
1884,205471.04557701576
1885,257290.97624198472
1886,319736.7215691688
1887,212030.5685070047
1888,282847.4851446212
1889,172183.45989836974
1890,129062.8084486645
1891,136034.79408267152
1892,110166.13220303698
1893,125079.23764658684
1894,129237.93687799467
1895,142482.92181577193
1896,124109.1937992178
1897,103847.09252955484
1898,110827.19101539301
1899,155086.49652825555
1900,165135.88209741077
1901,164517.49025193366
1902,141974.33738975265
1903,223252.69011627094
1904,150381.91776861265
1905,196399.32114330566
1906,169430.0935409661
1907,197187.02790362693
1908,111038.12905280717
1909,139905.49205459384
1910,125286.43108285264
1911,212496.0184756957
1912,327660.57070088683
1913,146826.90135034313
1914,65188.46245051002
1915,313800.8414053344
1916,70526.02912322602
1917,270929.47160558467
1918,136787.27825101768
1919,162523.76738662107
1920,138951.387178805
1921,453840.2277161715
1922,328953.95712956175
1923,208553.95296769642
1924,209198.128341012
1925,214296.17762393123
1926,403499.7043679418
1927,135222.27306326927
1928,160702.44255576518
1929,127021.38162322709
1930,133136.89033891127
1931,140629.90389683936
1932,128705.44483255774
1933,175717.61142938634
1934,174206.87173679483
1935,171420.91383382864
1936,183663.62004963667
1937,182072.26901514074
1938,174870.76014906005
1939,235815.83417131548
1940,198024.51757759103
1941,171098.816815061
1942,185320.80661662325
1943,222627.4153677995
1944,341863.99190084916
1945,386784.0895201038
1946,142281.02440458816
1947,309413.32054609165
1948,191280.51192291002
1949,235705.12779825705
1950,182030.03266628008
1951,264581.99694782903
1952,220536.23224572037
1953,167092.62060023274
1954,203999.29983121308
1955,130370.55309177635
1956,283931.3966416502
1957,158320.73068224613
1958,295868.10301356483
1959,134704.4627659786
1960,121452.57285291134
1961,120720.03091321832
1962,99845.77369816853
1963,107734.86198330179
1964,105681.54924032226
1965,146662.23838531793
1966,159207.43171280526
1967,282259.0422843786
1968,421784.54640958674
1969,406553.2311657109
1970,462974.5704853359
1971,460249.3305462027
1972,379260.66170574666
1973,269606.7999492142
1974,319040.5527645721
1975,412457.36368232634
1976,259924.67071965715
1977,362731.6413049738
1978,395533.46550110134
1979,331657.9358698378
1980,193319.79169979054
1981,346589.9341527092
1982,228608.73149172124
1983,215987.3601844004
1984,169733.16936061322
1985,211143.0878617248
1986,215337.05038075603
1987,183726.92961038306
1988,172546.67985893408
1989,189819.89700020544
1990,217649.8009689258
1991,239287.29815227343
1992,212006.96501681037
1993,174428.46533574004
1994,242969.35877060494
1995,184089.08696727705
1996,246430.67085439817
1997,326691.7775476106
1998,344324.2243997773
1999,259213.25173031556
2000,308898.65429296176
2001,255607.9448502562
2002,238605.62751288025
2003,245634.78589009147
2004,269719.56740493636
2005,234819.75311699326
2006,239706.40304999304
2007,239943.69290502227
2008,213118.02134126076
2009,182249.96533179213
2010,195494.58700483188
2011,145174.94560136646
2012,179957.93677176963
2013,180940.00071152073
2014,181080.590096134
2015,205222.83668221664
2016,188021.9344097536
2017,196099.22841030036
2018,122140.59349815374
2019,132120.2517798483
2020,110971.73421338643
2021,115089.79447824901
2022,177637.22046284017
2023,131587.0797075394
2024,219736.94451533028
2025,365965.0145664766
2026,177447.1901227667
2027,151833.7473783116
2028,159567.45639294706
2029,165279.55598730667
2030,269310.5108069163
2031,262474.7930524943
2032,273629.3329527004
2033,273035.30544955324
2034,172213.64508618045
2035,204284.1815756498
2036,200404.08089399672
2037,205756.62620197333
2038,315583.0367659458
2039,236632.62045529866
2040,360069.1267155859
2041,260862.47396929213
2042,193293.47681210525
2043,169549.35044586653
2044,181383.20494591072
2045,212351.30128581222
2046,141595.093241308
2047,140102.1311464808
2048,139106.6332050258
2049,140780.44731331206
2050,189283.5526943625
2051,113005.80610084369
2052,134457.61823699766
2053,149724.16227595127
2054,81618.52618096693
2055,166416.3805062237
2056,133640.53862962223
2057,121889.488253756
2058,217069.12063833102
2059,134865.75228675554
2060,163919.1217127389
2061,185608.578794024
2062,133596.23708568787
2063,117865.85440518733
2064,140160.60588158434
2065,122423.81694465599
2066,172912.03208032096
2067,117924.06817848244
2068,138206.43232753637
2069,86764.72903040843
2070,112526.74939645587
2071,96876.34342865547
2072,128302.75678019584
2073,142369.2896658076
2074,184299.04905566663
2075,150667.0600753807
2076,126365.52191270479
2077,154378.13085536662
2078,128167.94202879079
2079,134585.7344278006
2080,120065.04418285684
2081,123067.95217434944
2082,123201.03184859914
2083,143245.08375446004
2084,111973.90514648322
2085,120503.27759784751
2086,115850.85340394563
2087,120059.94108327798
2088,98256.81119155315
2089,73249.89456588415
2090,132104.50879925958
2091,115199.63432742274
2092,125099.87160202164
2093,127663.05413684694
2094,135589.83959639855
2095,147448.1007869817
2096,78553.39508960248
2097,91281.40313779301
2098,142531.947932605
2099,65603.26793833228
2100,85762.6187441085
2101,128964.0172904474
2102,136665.61068220783
2103,102258.97926417447
2104,130287.89362315979
2105,114075.09720791585
2106,69061.58481594273
2107,240891.3577476206
2108,115476.15911669728
2109,114902.39622474267
2110,128225.1457942503
2111,155562.3702266829
2112,131973.1502476032
2113,115844.92769370592
2114,106813.75516905765
2115,151536.98406507
2116,121785.94630007412
2117,148082.12920895568
2118,119063.94947494933
2119,93642.87434132711
2120,116448.58410744494
2121,99475.49858466488
2122,100188.54589440512
2123,78924.05869021988
2124,185478.8025269492
2125,122575.32809730369
2126,145570.54392682805
2127,153740.49524223243
2128,128156.54062945025
2129,109609.78370691105
2130,140597.57586704192
2131,156454.20004848958
2132,115310.17839405117
2133,122402.35896951499
2134,122831.62959492886
2135,108126.95213704057
2136,63079.65839731385
2137,120407.93633898188
2138,132530.27346552096
2139,151707.9154718732
2140,139738.81784231408
2141,142929.41684902282
2142,129957.79843337934
2143,139941.6124451959
2144,129278.48050092452
2145,138869.20548457457
2146,163003.29125025042
2147,135298.0789291276
2148,125017.38918049855
2149,138447.43981676476
2150,216796.38440073683
2151,135286.46457810357
2152,185334.3817806451
2153,172083.5469469773
2154,105744.39533391828
2155,134038.13974374978
2156,241155.36275094483
2157,229800.20815957687
2158,247251.36989918893
2159,222929.58419196508
2160,181991.38382036472
2161,241900.25698309953
2162,423771.52495572006
2163,346561.09790772374
2164,254971.89063220628
2165,180692.39633811152
2166,145655.80205829354
2167,220318.49472548132
2168,198773.6119170708
2169,198932.94847180892
2170,222653.2358695726
2171,144282.7654356044
2172,136153.3284321305
2173,164079.50396901823
2174,233349.8802618393
2175,318390.9666411948
2176,318147.3997814205
2177,249284.64613443494
2178,209552.1331559207
2179,141096.47270819626
2180,205294.54913339746
2181,190845.06337484394
2182,213387.86058156018
2183,193262.8255579015
2184,127913.02819730464
2185,123429.89170206939
2186,142485.82672733095
2187,153280.9720593779
2188,157928.81263705168
2189,210511.31692168897
2190,80792.36133203622
2191,84603.65906124812
2192,93709.46545255875
2193,114157.86424588852
2194,97913.73650145871
2195,116378.9810495981
2196,108850.80157329093
2197,116297.22957296605
2198,162152.3895109643
2199,168805.32243722063
2200,142243.10297977217
2201,142754.81452027234
2202,215189.67137143924
2203,151023.69667499195
2204,177431.90922626798
2205,106851.15011237061
2206,141263.11968654042
2207,220413.8714763931
2208,256695.34677341723
2209,211125.32343110553
2210,131050.30832451142
2211,121733.28461600195
2212,116228.82996879492
2213,101403.43524031159
2214,124438.44328404513
2215,109788.93425088834
2216,151453.58633544808
2217,94153.5168468799
2218,67286.1754759018
2219,78187.28514097835
2220,70353.32022731409
2221,313800.8414053344
2222,246260.9851780409
2223,279456.2759152781
2224,203797.10491961456
2225,117078.86993039328
2226,178531.09281643727
2227,192255.56208429602
2228,271179.65198182955
2229,241880.70438203492
2230,148634.4512082675
2231,215781.62252106352
2232,174455.8176332695
2233,170536.2508880824
2234,253049.6889164014
2235,214541.84185468566
2236,278356.67391814396
2237,352143.35883248574
2238,205512.83800946616
2239,110432.8261468413
2240,156301.6635463631
2241,155333.39119023763
2242,129610.56324285375
2243,120167.40410362072
2244,110987.4015825763
2245,112127.40995807893
2246,148539.2194267556
2247,106413.07485812795
2248,123944.91942603899
2249,123605.99039309306
2250,132311.71011860462
2251,119619.49583118789
2252,178867.49220465063
2253,157159.7002988487
2254,177563.50643997127
2255,180722.42914146636
2256,189858.51097833228
2257,194539.57301886595
2258,175693.53551898987
2259,172266.44623240814
2260,163625.9174930891
2261,202999.3221198759
2262,229528.20783196506
2263,335834.5316139
2264,401513.8343704528
2265,187579.87758218774
2266,283506.59588447877
2267,372499.6274853467
2268,397462.71173755033
2269,147160.8050705991
2270,189173.81128161718
2271,226862.81466440365
2272,202464.80852495928
2273,160622.41539504257
2274,169639.38861284236
2275,168308.10634377002
2276,194213.76252793084
2277,177142.01256318172
2278,145727.66120512868
2279,131194.85502346462
2280,130749.93418548972
2281,163230.56734286874
2282,185385.8381388989
2283,103019.99803115962
2284,110353.4538538586
2285,163352.38930580154
2286,124654.5043710776
2287,351842.1043945296
2288,272766.68970052816
2289,380280.8035309083
2290,449294.4561823537
2291,329779.57079613634
2292,419069.8074928731
2293,459498.1010139112
2294,432026.5462519963
2295,433738.7851959426
2296,272042.31267542904
2297,310239.67885009735
2298,315517.3699552332
2299,391995.85193507327
2300,337787.88666555955
2301,272396.1436005628
2302,233181.0369090548
2303,244906.41177916812
2304,251238.70977022508
2305,174623.8183849215
2306,170113.26150215694
2307,174425.63710344944
2308,220249.76575665997
2309,274830.49791187304
2310,223855.17448603138
2311,203578.23241345646
2312,167374.51594460668
2313,172950.64518185932
2314,184129.21111800728
2315,177387.45849005796
2316,178635.57354650935
2317,176310.2434960474
2318,172677.00615624042
2319,179617.90000250793
2320,195488.15075410326
2321,247116.86161486615
2322,176944.55891977518
2323,188952.60775914261
2324,178801.76217908144
2325,205129.4544271029
2326,176111.71177077526
2327,215714.5622154973
2328,230778.38807367752
2329,181687.17379905397
2330,169344.6453597156
2331,343361.87373025983
2332,415485.09770369175
2333,321666.2103217101
2334,251460.4413397735
2335,261252.97940033156
2336,322494.7707732451
2337,207266.54128731845
2338,279082.7120081315
2339,219719.0894581205
2340,395180.1317069411
2341,210160.73438804358
2342,229364.2219522987
2343,211626.5841830296
2344,227048.71741130197
2345,242340.45219331872
2346,227942.50582141575
2347,196754.38729183507
2348,231043.64171610592
2349,157283.23395242187
2350,289514.6902326206
2351,249704.6199881311
2352,255786.29865144708
2353,221604.01691482746
2354,131767.08163700535
2355,164334.6330252217
2356,151791.52017885807
2357,190037.97365383824
2358,189538.35651099734
2359,129369.63427219252
2360,116726.8128274663
2361,145226.39520639772
2362,264579.9842134021
2363,137218.96444515308
2364,163514.1693383653
2365,223335.03503869378
2366,213553.39632040277
2367,229953.4127969934
2368,224453.12065869983
2369,223975.53592377962
2370,166380.75649253893
2371,163434.44272201363
2372,189773.5799211277
2373,272036.8242894635
2374,303094.93173774047
2375,263366.4893054929
2376,294315.72310810117
2377,381193.3378845404
2378,139677.51930629526
2379,194832.0046214472
2380,142680.55956195324
2381,156843.66187683144
2382,191534.5412204031
2383,199190.6952475625
2384,243997.29373915357
2385,158041.10417517053
2386,136007.01743913104
2387,137980.95872018792
2388,100601.15201726665
2389,129311.46141136668
2390,151756.40521464273
2391,151175.53087018392
2392,117994.1842332694
2393,174826.44416090875
2394,151242.09622355126
2395,196601.01305273906
2396,139277.32885797656
2397,213206.91922115572
2398,131884.57375951688
2399,58710.816879908896
2400,54003.738165930525
2401,112665.98338114699
2402,140778.75836830723
2403,139226.46813772197
2404,149242.23035431193
2405,154420.9707390149
2406,142711.48784873317
2407,126521.84070729672
2408,144863.7985372867
2409,128910.51280895327
2410,173128.78689767414
2411,121698.33993288912
2412,162443.1389787237
2413,135916.04827557786
2414,141599.8545935953
2415,138340.25372482845
2416,132141.01778395363
2417,133779.60775136386
2418,129485.18964605246
2419,131056.23080484898
2420,123544.26410162894
2421,153435.70532917374
2422,124532.14116878354
2423,125479.90278687098
2424,150663.60135404137
2425,196037.62284237286
2426,128849.731931361
2427,132716.12736883765
2428,181311.5527516012
2429,116471.19897844276
2430,132418.9463503243
2431,109825.09890253347
2432,145839.49949196397
2433,147818.28275192538
2434,145156.53730626852
2435,145503.03238863838
2436,110414.29859943202
2437,108142.28215895976
2438,127454.09700664092
2439,114239.72048051914
2440,118456.7278447482
2441,99097.58419549007
2442,104378.70188465859
2443,117738.67961330779
2444,126015.78420822635
2445,75591.17138955655
2446,122926.73563899055
2447,189960.01454102984
2448,133937.28672800065
2449,102644.28728033013
2450,150005.61243603224
2451,117992.12783447657
2452,205428.67717715574
2453,94884.91970619198
2454,127197.77338502996
2455,124106.49421631712
2456,123669.82535075034
2457,123834.14704376165
2458,110940.33351750729
2459,103367.64940939598
2460,133235.2559493606
2461,104668.6739368277
2462,129165.03092917318
2463,117597.80443825411
2464,165386.08937128293
2465,127917.54681452976
2466,108685.92428839262
2467,147842.96850684148
2468,71433.74907068942
2469,70030.26821063424
2470,183933.9729635918
2471,208570.69597844643
2472,165252.3391009872
2473,119437.28504152028
2474,81510.63853747261
2475,223229.18677031997
2476,108506.93439035921
2477,126605.58181204325
2478,156117.44739889895
2479,110043.37655350946
2480,149262.54144995572
2481,125372.96019914573
2482,134136.31506339763
2483,115853.44864923296
